City,Date,High,Low,Precipitation
San Francisco,5/12/2014,28.89,11.11,0.0
San Francisco,5/13/2014,33.33,15.0,0.0
San Francisco,5/14/2014,32.78,17.22,0.0
San Francisco,5/15/2014,28.89,14.44,0.0
San Francisco,5/16/2014,22.22,12.78,0.0
San Francisco,5/17/2014,19.44,13.89,0.0
San Francisco,5/18/2014,20.0,13.89,0.0
San Francisco,5/19/2014,20.0,13.33,0.0
San Francisco,5/20/2014,21.67,13.33,0.0
San Francisco,5/21/2014,21.67,13.33,0.0
San Francisco,5/22/2014,21.11,12.22,0.0
San Francisco,5/23/2014,20.56,12.22,0.0
San Francisco,5/24/2014,19.44,12.78,0.0
San Francisco,5/25/2014,22.22,12.22,0.0
San Francisco,5/26/2014,22.22,13.33,0.0
San Francisco,5/27/2014,20.0,12.22,0.0
San Francisco,5/28/2014,22.22,11.67,0.0
San Francisco,5/29/2014,25.56,11.67,0.0
San Francisco,5/30/2014,18.33,11.11,0.0
San Francisco,5/31/2014,20.0,11.11,0.0
San Francisco,6/1/2014,22.22,11.11,0.0
San Francisco,6/2/2014,19.44,11.11,0.0
San Francisco,6/3/2014,19.44,11.67,0.0
San Francisco,6/4/2014,20.0,11.67,0.0
San Francisco,6/5/2014,21.67,11.67,0.0
San Francisco,6/6/2014,21.67,12.22,0.0
San Francisco,6/7/2014,21.11,11.67,0.0
San Francisco,6/8/2014,30.56,12.78,0.0
San Francisco,6/9/2014,25.0,14.44,0.0
San Francisco,6/10/2014,22.78,14.44,0.0
San Francisco,6/11/2014,22.78,13.89,0.0
San Francisco,6/12/2014,19.44,13.33,0.0
San Francisco,6/13/2014,22.78,12.22,0.0
San Francisco,6/14/2014,28.89,13.33,0.0
San Francisco,6/15/2014,21.11,13.33,0.0
San Francisco,6/16/2014,18.33,12.78,0.0
San Francisco,6/17/2014,23.89,11.67,0.0
San Francisco,6/18/2014,30.0,12.78,0.0
San Francisco,6/19/2014,22.22,12.78,0.0
San Francisco,6/20/2014,23.89,13.33,0.0
San Francisco,6/21/2014,18.89,13.33,0.0
San Francisco,6/22/2014,20.0,12.78,0.0
San Francisco,6/23/2014,21.67,13.33,0.0
San Francisco,6/24/2014,20.56,13.89,0.0
San Francisco,6/25/2014,20.56,14.44,0.0
San Francisco,6/26/2014,22.78,13.89,0.0
San Francisco,6/27/2014,23.89,15.0,0.0
San Francisco,6/28/2014,22.78,14.44,0.0
San Francisco,6/29/2014,26.67,13.89,0.0
San Francisco,6/30/2014,27.78,15.0,0.0
San Francisco,7/1/2014,24.44,14.44,0.0
San Francisco,7/2/2014,24.44,14.44,0.0
San Francisco,7/3/2014,22.78,13.89,0.0
San Francisco,7/4/2014,20.0,12.78,0.0
San Francisco,7/5/2014,21.67,11.67,0.0
San Francisco,7/6/2014,20.56,11.67,0.0
San Francisco,7/7/2014,22.22,12.22,0.0
San Francisco,7/8/2014,24.44,13.33,0.0
San Francisco,7/9/2014,23.89,15.0,0.0
San Francisco,7/10/2014,23.33,16.11,0.0
San Francisco,7/11/2014,22.22,15.56,0.0
San Francisco,7/12/2014,20.56,12.22,0.0
San Francisco,7/13/2014,20.0,11.67,0.0
San Francisco,7/14/2014,24.44,14.44,0.0
San Francisco,7/15/2014,27.22,15.0,0.0
San Francisco,7/16/2014,25.56,16.67,0.0
San Francisco,7/17/2014,23.33,17.22,0.0
San Francisco,7/18/2014,23.33,16.67,0.0
San Francisco,7/19/2014,23.33,16.11,0.0
San Francisco,7/20/2014,25.56,14.44,0.0
San Francisco,7/21/2014,24.44,18.33,0.0
San Francisco,7/22/2014,25.0,17.78,0.0
San Francisco,7/23/2014,24.44,17.78,0.0
San Francisco,7/24/2014,28.33,15.56,0.0
San Francisco,7/25/2014,32.22,16.67,0.0
San Francisco,7/26/2014,25.0,16.11,0.0
San Francisco,7/27/2014,25.0,16.11,0.0
San Francisco,7/28/2014,23.33,15.56,0.0
San Francisco,7/29/2014,22.78,15.56,0.0
San Francisco,7/30/2014,22.22,14.44,0.0
San Francisco,7/31/2014,22.22,14.44,0.0
San Francisco,8/1/2014,22.22,15.0,0.0
San Francisco,8/2/2014,20.56,15.0,0.0
San Francisco,8/3/2014,21.11,15.56,0.0
San Francisco,8/4/2014,23.89,15.56,0.0
San Francisco,8/5/2014,23.33,16.67,0.0
San Francisco,8/6/2014,25.0,15.56,0.0
San Francisco,8/7/2014,21.11,15.56,0.0
San Francisco,8/8/2014,23.33,15.56,0.0
San Francisco,8/9/2014,21.11,15.0,0.0
San Francisco,8/10/2014,25.0,15.56,0.0
San Francisco,8/11/2014,26.11,16.11,0.0
San Francisco,8/12/2014,25.0,16.67,0.0
San Francisco,8/13/2014,25.0,16.11,0.0
San Francisco,8/14/2014,23.33,15.56,0.0
San Francisco,8/15/2014,23.33,15.56,0.0
San Francisco,8/16/2014,22.78,15.0,0.0
San Francisco,8/17/2014,22.22,13.89,0.0
San Francisco,8/18/2014,21.11,15.56,0.0
San Francisco,8/19/2014,23.89,15.56,0.0
San Francisco,8/20/2014,22.78,16.67,0.0
San Francisco,8/21/2014,23.33,16.11,0.0
San Francisco,8/22/2014,25.0,15.0,0.0
San Francisco,8/23/2014,23.89,13.89,0.0
San Francisco,8/24/2014,23.89,14.44,0.0
San Francisco,8/25/2014,23.33,16.11,0.0
San Francisco,8/26/2014,23.33,15.0,0.0
San Francisco,8/27/2014,23.33,15.56,0.0
San Francisco,8/28/2014,23.33,15.0,0.0
San Francisco,8/29/2014,21.67,15.56,0.0
San Francisco,8/30/2014,26.67,17.22,0.0
San Francisco,8/31/2014,23.89,16.67,0.0
San Francisco,9/1/2014,28.33,15.56,0.0
San Francisco,9/2/2014,23.33,15.56,0.0
San Francisco,9/3/2014,24.44,15.56,0.0
San Francisco,9/4/2014,24.44,15.56,0.0
San Francisco,9/5/2014,23.89,15.56,0.0
San Francisco,9/6/2014,22.22,15.0,0.0
San Francisco,9/7/2014,21.67,13.89,0.0
San Francisco,9/8/2014,20.0,14.44,0.0
San Francisco,9/9/2014,21.67,15.0,0.0
San Francisco,9/10/2014,27.78,13.33,0.0
San Francisco,9/11/2014,26.11,15.0,0.0
San Francisco,9/12/2014,23.89,14.44,0.0
San Francisco,9/13/2014,23.89,15.56,0.0
San Francisco,9/14/2014,23.33,15.0,0.0
San Francisco,9/15/2014,25.56,16.67,0.0
San Francisco,9/16/2014,27.22,16.67,0.0
San Francisco,9/17/2014,27.78,16.67,0.0
San Francisco,9/18/2014,26.67,17.78,0.03
San Francisco,9/19/2014,23.33,17.22,0.0
San Francisco,9/20/2014,25.0,17.78,0.0
San Francisco,9/21/2014,22.22,18.33,0.0
San Francisco,9/22/2014,25.56,18.33,0.0
San Francisco,9/23/2014,25.0,18.33,0.0
San Francisco,9/24/2014,26.67,17.78,0.0
San Francisco,9/25/2014,23.33,16.11,1.04
San Francisco,9/26/2014,23.33,16.67,0.0
San Francisco,9/27/2014,22.78,17.22,0.0
San Francisco,9/28/2014,24.44,16.11,0.0
San Francisco,9/29/2014,21.67,15.56,0.0
San Francisco,9/30/2014,23.89,16.67,0.0
San Francisco,10/1/2014,30.0,15.56,0.0
San Francisco,10/2/2014,32.78,16.11,0.0
San Francisco,10/3/2014,35.0,18.89,0.0
San Francisco,10/4/2014,33.33,17.78,0.0
San Francisco,10/5/2014,30.56,15.56,0.0
San Francisco,10/6/2014,28.33,14.44,0.0
San Francisco,10/7/2014,22.78,15.0,0.0
San Francisco,10/8/2014,25.56,14.44,0.0
San Francisco,10/9/2014,20.0,15.0,0.0
San Francisco,10/10/2014,20.56,15.0,0.0
San Francisco,10/11/2014,24.44,15.0,0.0
San Francisco,10/12/2014,32.78,15.0,0.0
San Francisco,10/13/2014,31.11,17.22,0.0
San Francisco,10/14/2014,23.33,17.22,0.0
San Francisco,10/15/2014,24.44,16.67,0.0
San Francisco,10/16/2014,22.78,14.44,0.0
San Francisco,10/17/2014,25.0,13.89,0.0
San Francisco,10/18/2014,26.11,18.33,0.0
San Francisco,10/19/2014,23.33,16.11,0.0
San Francisco,10/20/2014,22.22,16.67,0.08
San Francisco,10/21/2014,22.22,13.33,0.0
San Francisco,10/22/2014,23.33,13.89,0.0
San Francisco,10/23/2014,23.33,17.22,0.0
San Francisco,10/24/2014,22.78,15.56,0.0
San Francisco,10/25/2014,22.78,17.22,0.25
San Francisco,10/26/2014,21.11,14.44,0.0
San Francisco,10/27/2014,21.11,13.33,0.0
San Francisco,10/28/2014,21.67,12.78,0.0
San Francisco,10/29/2014,26.67,16.11,0.0
San Francisco,10/30/2014,23.33,15.56,0.0
San Francisco,10/31/2014,17.78,14.44,0.46
San Francisco,11/1/2014,18.33,12.78,0.0
San Francisco,11/2/2014,18.89,9.44,0.0
San Francisco,11/3/2014,20.56,10.0,0.0
San Francisco,11/4/2014,22.22,10.0,0.0
San Francisco,11/5/2014,24.44,12.22,0.0
San Francisco,11/6/2014,23.33,13.33,0.0
San Francisco,11/7/2014,21.11,12.22,0.0
San Francisco,11/8/2014,23.89,12.22,0.0
San Francisco,11/9/2014,20.56,11.67,0.0
San Francisco,11/10/2014,20.0,11.67,0.0
San Francisco,11/11/2014,19.44,12.22,0.0
San Francisco,11/12/2014,19.44,13.89,0.38
San Francisco,11/13/2014,19.44,13.33,0.64
San Francisco,11/14/2014,18.89,13.33,0.0
San Francisco,11/15/2014,18.89,12.22,0.0
San Francisco,11/16/2014,17.22,13.33,0.0
San Francisco,11/17/2014,18.89,10.0,0.0
San Francisco,11/18/2014,17.78,10.56,0.0
San Francisco,11/19/2014,17.78,13.33,0.3
San Francisco,11/20/2014,15.56,11.67,0.51
San Francisco,11/21/2014,16.11,12.22,0.0
San Francisco,11/22/2014,18.33,12.78,0.38
San Francisco,11/23/2014,18.89,9.44,0.0
San Francisco,11/24/2014,18.89,8.33,0.0
San Francisco,11/25/2014,18.33,9.44,0.0
San Francisco,11/26/2014,20.0,9.44,0.0
San Francisco,11/27/2014,17.78,10.0,0.0
San Francisco,11/28/2014,17.22,7.78,0.0
San Francisco,11/29/2014,18.33,13.89,0.2
San Francisco,11/30/2014,16.67,11.67,2.64
San Francisco,12/1/2014,17.78,13.89,0.0
San Francisco,12/2/2014,16.67,13.33,4.04
San Francisco,12/3/2014,18.89,15.0,4.8
San Francisco,12/4/2014,19.44,14.44,0.25
San Francisco,12/5/2014,19.44,14.44,0.36
San Francisco,12/6/2014,19.44,14.44,0.23
San Francisco,12/7/2014,17.78,12.22,0.0
San Francisco,12/8/2014,20.0,13.33,0.0
San Francisco,12/9/2014,17.22,13.89,0.0
San Francisco,12/10/2014,18.33,14.44,0.0
San Francisco,12/11/2014,19.44,10.56,8.71
San Francisco,12/12/2014,14.44,10.56,0.97
San Francisco,12/13/2014,13.33,8.89,0.0
San Francisco,12/14/2014,16.11,9.44,0.36
San Francisco,12/15/2014,17.22,11.11,3.48
San Francisco,12/16/2014,17.22,10.0,2.13
San Francisco,12/17/2014,15.56,10.0,0.53
San Francisco,12/18/2014,15.56,11.11,0.05
San Francisco,12/19/2014,15.0,12.78,0.97
San Francisco,12/20/2014,16.67,13.33,0.05
San Francisco,12/21/2014,17.22,14.44,0.05
San Francisco,12/22/2014,18.33,12.22,0.0
San Francisco,12/23/2014,20.0,10.56,0.0
San Francisco,12/24/2014,16.67,8.89,0.1
San Francisco,12/25/2014,14.44,7.78,0.0
San Francisco,12/26/2014,15.0,6.67,0.0
San Francisco,12/27/2014,13.33,5.56,0.0
San Francisco,12/28/2014,13.89,6.11,0.0
San Francisco,12/29/2014,12.78,6.67,0.0
San Francisco,12/30/2014,12.78,8.33,0.0
San Francisco,12/31/2014,14.44,5.0,0.0
San Francisco,1/1/2015,12.78,4.44,0.0
San Francisco,1/2/2015,11.11,3.33,0.0
San Francisco,1/3/2015,12.22,3.33,0.0
San Francisco,1/4/2015,12.78,5.0,0.0
San Francisco,1/5/2015,15.0,6.11,0.0
San Francisco,1/6/2015,15.56,6.67,0.0
San Francisco,1/7/2015,15.56,7.22,0.0
San Francisco,1/8/2015,15.56,9.44,0.0
San Francisco,1/9/2015,17.22,10.56,0.0
San Francisco,1/10/2015,16.11,9.44,0.0
San Francisco,1/11/2015,13.33,8.33,0.0
San Francisco,1/12/2015,16.67,8.33,0.0
San Francisco,1/13/2015,17.78,7.78,0.0
San Francisco,1/14/2015,14.44,6.11,0.0
San Francisco,1/15/2015,15.0,7.22,0.0
San Francisco,1/16/2015,14.44,8.89,0.0
San Francisco,1/17/2015,14.44,10.56,0.0
San Francisco,1/18/2015,16.11,11.67,0.0
San Francisco,1/19/2015,15.56,11.11,0.0
San Francisco,1/20/2015,16.11,9.44,0.0
San Francisco,1/21/2015,17.78,7.78,0.0
San Francisco,1/22/2015,13.89,8.33,0.0
San Francisco,1/23/2015,19.44,7.22,0.0
San Francisco,1/24/2015,17.78,9.44,0.0
San Francisco,1/25/2015,17.22,9.44,0.0
San Francisco,1/26/2015,17.78,8.89,0.0
San Francisco,1/27/2015,20.0,12.22,0.0
San Francisco,1/28/2015,17.78,9.44,0.0
San Francisco,1/29/2015,18.89,9.44,0.0
San Francisco,1/30/2015,17.78,10.0,0.0
San Francisco,1/31/2015,23.33,8.89,0.0
San Francisco,2/1/2015,17.78,7.78,0.0
San Francisco,2/2/2015,18.89,9.44,0.0
San Francisco,2/3/2015,18.33,11.11,0.0
San Francisco,2/4/2015,17.78,10.0,0.0
San Francisco,2/5/2015,17.78,11.67,0.0
San Francisco,2/6/2015,19.44,12.78,1.83
San Francisco,2/7/2015,18.33,15.0,0.2
San Francisco,2/8/2015,18.33,13.89,3.07
San Francisco,2/9/2015,17.78,12.22,0.0
San Francisco,2/10/2015,17.78,8.89,0.0
San Francisco,2/11/2015,19.44,8.89,0.0
San Francisco,2/12/2015,22.78,10.56,0.0
San Francisco,2/13/2015,20.56,11.11,0.0
San Francisco,2/14/2015,22.78,11.11,0.0
San Francisco,2/15/2015,23.89,10.56,0.0
San Francisco,2/16/2015,20.0,10.56,0.0
San Francisco,2/17/2015,15.0,11.67,0.0
San Francisco,2/18/2015,17.78,12.22,0.0
San Francisco,2/19/2015,16.67,12.22,0.0
San Francisco,2/20/2015,20.0,12.22,0.0
San Francisco,2/21/2015,19.44,9.44,0.0
San Francisco,2/22/2015,18.33,9.44,0.0
San Francisco,2/23/2015,17.22,11.67,0.0
San Francisco,2/24/2015,18.89,6.67,0.0
San Francisco,2/25/2015,18.33,9.44,0.0
San Francisco,2/26/2015,19.44,10.0,0.0
San Francisco,2/27/2015,16.67,11.67,0.0
San Francisco,2/28/2015,16.67,10.0,0.0
San Francisco,3/1/2015,18.33,8.89,0.0
San Francisco,3/2/2015,16.11,10.0,0.0
San Francisco,3/3/2015,17.78,8.33,0.0
San Francisco,3/4/2015,18.89,7.78,0.0
San Francisco,3/5/2015,20.0,8.33,0.0
San Francisco,3/6/2015,22.22,8.89,0.0
San Francisco,3/7/2015,22.78,8.89,0.0
San Francisco,3/8/2015,18.33,8.89,0.0
San Francisco,3/9/2015,18.89,10.56,0.0
San Francisco,3/10/2015,16.67,10.0,0.0
San Francisco,3/11/2015,20.0,12.78,0.05
San Francisco,3/12/2015,22.22,11.11,0.0
San Francisco,3/13/2015,23.33,11.67,0.0
San Francisco,3/14/2015,28.33,13.89,0.0
San Francisco,3/15/2015,21.67,15.0,0.0
San Francisco,3/16/2015,20.56,13.89,0.0
San Francisco,3/17/2015,18.33,11.67,0.0
San Francisco,3/18/2015,20.56,10.56,0.0
San Francisco,3/19/2015,23.33,10.0,0.0
San Francisco,3/20/2015,21.67,11.11,0.0
San Francisco,3/21/2015,22.78,13.33,0.0
San Francisco,3/22/2015,19.44,12.78,0.1
San Francisco,3/23/2015,18.33,12.78,0.0
San Francisco,3/24/2015,18.33,11.67,0.0
San Francisco,3/25/2015,22.22,11.11,0.0
San Francisco,3/26/2015,26.11,11.11,0.0
San Francisco,3/27/2015,17.22,11.11,0.0
San Francisco,3/28/2015,23.33,11.11,0.0
San Francisco,3/29/2015,21.67,10.0,0.0
San Francisco,3/30/2015,17.78,11.11,0.0
San Francisco,3/31/2015,18.33,11.67,0.0
San Francisco,4/1/2015,17.78,9.44,0.0
San Francisco,4/2/2015,20.0,9.44,0.0
San Francisco,4/3/2015,18.33,8.89,0.0
San Francisco,4/4/2015,17.22,10.0,0.0
San Francisco,4/5/2015,15.0,8.89,0.28
San Francisco,4/6/2015,17.22,7.78,0.0
San Francisco,4/7/2015,16.11,10.56,1.78
San Francisco,4/8/2015,17.22,10.0,0.15
San Francisco,4/9/2015,18.89,9.44,0.0
San Francisco,4/10/2015,18.33,9.44,0.0
San Francisco,4/11/2015,20.56,10.56,0.0
San Francisco,4/12/2015,23.33,10.56,0.0
San Francisco,4/13/2015,16.67,10.56,0.0
San Francisco,4/14/2015,17.22,10.0,0.0
San Francisco,4/15/2015,20.56,8.89,0.0
San Francisco,4/16/2015,26.67,10.56,0.0
San Francisco,4/17/2015,21.11,10.56,0.0
San Francisco,4/18/2015,19.44,9.44,0.0
San Francisco,4/19/2015,17.78,10.56,0.0
San Francisco,4/20/2015,20.0,11.67,0.0
San Francisco,4/21/2015,15.0,12.22,0.0
San Francisco,4/22/2015,18.33,11.11,0.0
San Francisco,4/23/2015,19.44,10.56,0.0
San Francisco,4/24/2015,17.22,11.11,0.3
San Francisco,4/25/2015,16.11,11.11,0.74
San Francisco,4/26/2015,19.44,10.56,0.0
San Francisco,4/27/2015,26.67,11.11,0.0
San Francisco,4/28/2015,17.78,11.11,0.0
San Francisco,4/29/2015,20.0,10.56,0.0
San Francisco,4/30/2015,31.11,11.11,0.0
San Francisco,5/1/2015,23.89,12.22,0.0
San Francisco,5/2/2015,19.44,11.67,0.0
San Francisco,5/3/2015,18.33,11.11,0.0
San Francisco,5/4/2015,16.11,11.11,0.0
San Francisco,5/5/2015,16.67,11.11,0.0
San Francisco,5/6/2015,18.89,10.56,0.0
San Francisco,5/7/2015,20.0,10.0,0.0
San Francisco,5/8/2015,20.0,10.0,0.0
San Francisco,5/9/2015,18.33,11.11,0.0
San Francisco,5/10/2015,16.67,11.11,0.0
San Francisco,5/11/2015,16.67,11.11,0.0
San Francisco,5/12/2015,16.67,10.56,0.0
San Francisco,5/13/2015,18.33,11.11,0.0
San Francisco,5/14/2015,18.33,12.78,0.0
San Francisco,5/15/2015,16.67,11.67,0.0
San Francisco,5/16/2015,16.11,12.22,0.0
San Francisco,5/17/2015,16.67,12.78,0.0
San Francisco,5/18/2015,15.56,12.78,0.0
San Francisco,5/19/2015,17.22,12.78,0.0
San Francisco,5/20/2015,16.67,12.78,0.0
San Francisco,5/21/2015,19.44,12.78,0.03
San Francisco,5/22/2015,17.78,13.33,0.03
San Francisco,5/23/2015,17.22,12.22,0.0
San Francisco,5/24/2015,16.11,10.56,0.0
San Francisco,5/25/2015,17.78,11.67,0.0
San Francisco,5/26/2015,18.33,12.22,0.0
San Francisco,5/27/2015,17.78,11.67,0.0
San Francisco,5/28/2015,16.67,11.11,0.0
San Francisco,5/29/2015,16.67,11.67,0.0
San Francisco,5/30/2015,17.78,11.11,0.0
San Francisco,5/31/2015,19.44,11.67,0.0
San Francisco,6/1/2015,23.33,14.44,0.0
San Francisco,6/2/2015,18.33,13.33,0.0
San Francisco,6/3/2015,18.33,12.78,0.0
San Francisco,6/4/2015,21.11,12.22,0.0
San Francisco,6/5/2015,22.78,12.22,0.0
San Francisco,6/6/2015,23.33,13.89,0.0
San Francisco,6/7/2015,21.67,12.78,0.0
San Francisco,6/8/2015,28.89,12.78,0.0
San Francisco,6/9/2015,26.11,12.22,0.0
San Francisco,6/10/2015,20.0,13.33,0.66
San Francisco,6/11/2015,21.67,12.22,0.0
San Francisco,6/12/2015,22.78,12.78,0.0
San Francisco,6/13/2015,25.0,13.33,0.0
San Francisco,6/14/2015,21.11,11.67,0.0
San Francisco,6/15/2015,16.11,11.67,0.0
San Francisco,6/16/2015,18.89,11.67,0.0
San Francisco,6/17/2015,19.44,11.11,0.0
San Francisco,6/18/2015,19.44,11.11,0.0
San Francisco,6/19/2015,20.56,10.56,0.0
San Francisco,6/20/2015,20.56,11.67,0.0
San Francisco,6/21/2015,18.89,12.78,0.0
San Francisco,6/22/2015,17.78,12.22,0.0
San Francisco,6/23/2015,20.0,12.22,0.0
San Francisco,6/24/2015,21.67,12.22,0.0
San Francisco,6/25/2015,24.44,13.33,0.0
San Francisco,6/26/2015,22.78,13.33,0.0
San Francisco,6/27/2015,23.89,14.44,0.0
San Francisco,6/28/2015,22.22,15.0,0.0
San Francisco,6/29/2015,20.0,13.33,0.0
San Francisco,6/30/2015,26.11,12.78,0.0
San Francisco,7/1/2015,23.33,13.33,0.0
San Francisco,7/2/2015,22.78,14.44,0.0
San Francisco,7/3/2015,22.22,14.44,0.0
San Francisco,7/4/2015,21.67,14.44,0.0
San Francisco,7/5/2015,25.0,15.0,0.0
San Francisco,7/6/2015,22.22,15.56,0.0
San Francisco,7/7/2015,23.33,16.11,0.0
San Francisco,7/8/2015,20.56,15.56,0.0
San Francisco,7/9/2015,20.0,15.0,0.0
San Francisco,7/10/2015,21.67,15.56,0.0
San Francisco,7/11/2015,22.78,15.56,0.0
San Francisco,7/12/2015,23.33,16.67,0.0
San Francisco,7/13/2015,22.22,16.67,0.0
San Francisco,7/14/2015,20.0,15.0,0.0
San Francisco,7/15/2015,26.11,15.0,0.0
San Francisco,7/16/2015,25.0,15.0,0.0
San Francisco,7/17/2015,22.78,15.0,0.0
San Francisco,7/18/2015,24.44,15.0,0.0
San Francisco,7/19/2015,31.11,17.22,0.0
San Francisco,7/20/2015,24.44,15.56,0.0
San Francisco,7/21/2015,21.11,15.56,0.0
San Francisco,7/22/2015,20.0,15.56,0.0
San Francisco,7/23/2015,20.0,15.56,0.0
San Francisco,7/24/2015,22.22,14.44,0.0
San Francisco,7/25/2015,20.56,15.0,0.0
San Francisco,7/26/2015,23.33,15.0,0.0
San Francisco,7/27/2015,27.22,13.89,0.0
San Francisco,7/28/2015,30.56,14.44,0.0
San Francisco,7/29/2015,27.22,13.89,0.0
San Francisco,7/30/2015,22.78,15.56,0.0
San Francisco,7/31/2015,22.78,15.56,0.0
San Francisco,8/1/2015,23.89,16.67,0.0
San Francisco,8/2/2015,21.67,16.67,0.0
San Francisco,8/3/2015,22.78,17.22,0.0
San Francisco,8/4/2015,22.78,16.11,0.0
San Francisco,8/5/2015,22.78,15.0,0.0
San Francisco,8/6/2015,21.11,15.0,0.0
San Francisco,8/7/2015,24.44,14.44,0.0
San Francisco,8/8/2015,21.67,16.11,0.0
San Francisco,8/9/2015,21.67,15.56,0.0
San Francisco,8/10/2015,22.78,15.56,0.0
San Francisco,8/11/2015,22.78,15.56,0.0
San Francisco,8/12/2015,25.0,14.44,0.0
San Francisco,8/13/2015,23.89,16.67,0.0
San Francisco,8/14/2015,23.33,16.11,0.0
San Francisco,8/15/2015,33.33,15.56,0.0
San Francisco,8/16/2015,32.22,16.11,0.0
San Francisco,8/17/2015,24.44,15.56,0.0
San Francisco,8/18/2015,24.44,15.0,0.0
San Francisco,8/19/2015,23.33,15.0,0.0
San Francisco,8/20/2015,20.56,16.11,0.0
San Francisco,8/21/2015,21.67,15.0,0.0
San Francisco,8/22/2015,22.78,15.0,0.0
San Francisco,8/23/2015,23.33,15.56,0.0
San Francisco,8/24/2015,22.22,15.56,0.0
San Francisco,8/25/2015,21.67,14.44,0.0
San Francisco,8/26/2015,25.0,13.89,0.0
San Francisco,8/27/2015,30.0,16.11,0.0
San Francisco,8/28/2015,33.89,17.78,0.0
San Francisco,8/29/2015,23.89,18.33,0.0
San Francisco,8/30/2015,23.33,17.22,0.0
San Francisco,8/31/2015,24.44,15.56,0.0
San Francisco,9/1/2015,24.44,15.0,0.0
San Francisco,9/2/2015,22.78,16.67,0.0
San Francisco,9/3/2015,20.56,15.0,0.0
San Francisco,9/4/2015,20.56,13.33,0.0
San Francisco,9/5/2015,25.0,11.67,0.0
San Francisco,9/6/2015,29.44,13.33,0.0
San Francisco,9/7/2015,31.67,14.44,0.0
San Francisco,9/8/2015,33.33,16.11,0.0
San Francisco,9/9/2015,32.78,15.56,0.0
San Francisco,9/10/2015,28.33,13.89,0.0
San Francisco,9/11/2015,24.44,13.89,0.0
San Francisco,9/12/2015,22.78,13.89,0.0
San Francisco,9/13/2015,22.22,15.0,0.0
San Francisco,9/14/2015,20.0,14.44,0.0
San Francisco,9/15/2015,20.0,13.89,0.0
San Francisco,9/16/2015,21.11,14.44,0.0
San Francisco,9/17/2015,21.11,14.44,0.0
San Francisco,9/18/2015,26.11,13.33,0.0
San Francisco,9/19/2015,29.44,12.78,0.0
San Francisco,9/20/2015,33.89,16.11,0.0
San Francisco,9/21/2015,32.78,15.56,0.0
San Francisco,9/22/2015,18.33,14.44,0.0
San Francisco,9/23/2015,23.89,12.78,0.0
San Francisco,9/24/2015,29.44,15.56,0.0
San Francisco,9/25/2015,23.33,14.44,0.0
San Francisco,9/26/2015,21.67,13.89,0.0
San Francisco,9/27/2015,21.67,13.89,0.0
San Francisco,9/28/2015,21.11,12.78,0.0
San Francisco,9/29/2015,19.44,13.89,0.0
San Francisco,9/30/2015,18.33,14.44,0.05
San Francisco,10/1/2015,23.33,15.0,0.0
San Francisco,10/2/2015,24.44,13.33,0.0
San Francisco,10/3/2015,21.67,12.78,0.0
San Francisco,10/4/2015,22.78,11.67,0.0
San Francisco,10/5/2015,23.33,13.89,0.0
San Francisco,10/6/2015,23.33,15.56,0.0
San Francisco,10/7/2015,22.78,15.0,0.0
San Francisco,10/8/2015,26.67,14.44,0.0
San Francisco,10/9/2015,26.11,13.89,0.0
San Francisco,10/10/2015,21.67,15.56,0.0
San Francisco,10/11/2015,23.33,14.44,0.0
San Francisco,10/12/2015,27.78,13.33,0.0
San Francisco,10/13/2015,30.56,16.67,0.0
San Francisco,10/14/2015,25.56,16.11,0.0
San Francisco,10/15/2015,21.67,16.11,0.0
San Francisco,10/16/2015,22.22,15.56,0.0
San Francisco,10/17/2015,20.56,15.56,0.0
San Francisco,10/18/2015,20.56,15.56,0.0
San Francisco,10/19/2015,20.0,15.56,0.0
San Francisco,10/20/2015,26.11,13.89,0.0
San Francisco,10/21/2015,23.89,12.78,0.0
San Francisco,10/22/2015,22.78,12.22,0.0
San Francisco,10/23/2015,20.56,12.78,0.0
San Francisco,10/24/2015,21.11,11.67,0.0
San Francisco,10/25/2015,21.11,14.44,0.0
San Francisco,10/26/2015,22.78,12.78,0.0
San Francisco,10/27/2015,20.0,14.44,0.0
San Francisco,10/28/2015,21.11,15.0,0.0
San Francisco,10/29/2015,22.22,13.33,0.0
San Francisco,10/30/2015,25.56,11.67,0.0
San Francisco,10/31/2015,22.78,12.78,0.0
San Jose,10/1/2010,22.78,15.0,0.0
San Jose,10/2/2010,25.0,15.0,0.0
San Jose,10/3/2010,22.78,13.89,0.0
San Jose,10/4/2010,17.78,13.89,0.0
San Jose,10/5/2010,24.44,11.67,0.0
San Jose,10/6/2010,26.11,12.22,0.03
San Jose,10/7/2010,23.33,11.67,0.0
San Jose,10/8/2010,25.56,11.67,0.0
San Jose,10/9/2010,26.11,11.11,0.0
San Jose,10/10/2010,27.78,13.89,0.0
San Jose,10/11/2010,31.67,14.44,0.0
San Jose,10/12/2010,33.89,15.0,0.0
San Jose,10/13/2010,33.89,16.11,0.0
San Jose,10/14/2010,32.78,17.22,0.0
San Jose,10/15/2010,28.89,15.0,0.0
San Jose,10/16/2010,21.67,13.33,0.0
San Jose,10/17/2010,15.0,12.78,0.08
San Jose,10/18/2010,20.56,12.78,0.0
San Jose,10/19/2010,25.0,11.11,0.0
San Jose,10/20/2010,20.56,11.67,0.0
San Jose,10/21/2010,20.56,10.56,0.0
San Jose,10/22/2010,18.33,12.78,0.05
